artigoEmPeriodico	2013	http://dx.doi.org/10.1590/S0103-84782013000300011	Eficiência operacional na colheita mecanizada em lavouras de arroz irrigado	Ciência Rural (UFSM. Impresso)	ARALDI, PIETRO FURIAN ; Schlosser, José Fernando ; FRANTZ, ULISSES GIACOMINI ; RIBAS, RODRIGO LAMPERT ; SANTOS, PAULA MACHADO DOS	B1	
artigoEmPeriodico	2013		Sintomas relacionados a esforços repetitivos em operadores	Tecnologia Ciência Agropecuária	BANDEIRA, C. T. ; RUSSINI, A. ; SCHLOSSER, J. F. ; DORNELLES, M. E. C. ; FRANTZ, U. G. ; FRANTZ, U. G.	B5	Tecnologia & Ciência Agropecuária
artigoEmPeriodico	2013		Percepções e expectativas sobre a tecnologia Thermal Pest Control na vitivinicultura brasileira	Revista Brasileira de Viticultura e Enologia	EBERT, L. C. ; SCHLOSSER, J.F. ; Silva, Pablo Gustavo Ferrer ; Frantz, U.G. ; FARIAS, M. S.	B5	
artigoEmPeriodico	2013		JD 8335R	Cultivar Máquinas	SCHLOSSER, J.F.	B5	
artigoEmPeriodico	2013		Defensor SP2500	Cultivar Máquinas	SCHLOSSER, J.F.	B5	
artigoEmPeriodico	2013		Arco protetor	Cultivar Máquinas	SCHLOSSER, J.F. ; ESTRADA, J. S.	B5	
artigoEmPeriodico	2013		Gigantes da pulverização	Cultivar Máquinas	SCHLOSSER, J.F. ; FARIAS, M. S. ; RODRIGUES, F. A. ; Frantz, U. G.	B5	
artigoEmPeriodico	2013		Duelo de gigantes	Cultivar Máquinas	SCHLOSSER, J.F. ; Frantz, U. G. ; FARIAS, M. S. ; BARBIERI, J. P. ; FERIGOLO, L. F.	B5	
artigoEmPeriodico	2013		LS U60	Cultivar Máquinas	SCHLOSSER, J.F. ; Frantz, U. G. ; FARIAS, M. S. ; JAEHN, E.	B5	
artigoEmPeriodico	2013		MF 32 Sr	Cultivar Máquinas	SCHLOSSER, J.F. ; RODRIGUES, F. A. ; ESTRADA, J. S. ; BOLLER, Walter	B5	
artigoEmPeriodico	2012		Conformidade de manômetros utilizados em pulverizadores agrícolas	Engenharia na Agricultura (Impresso)	DORNELLES, M. E. C. ; SCHLOSSER, J. F. ; CASALI, A. ; NOLLER, D. S. ; FARIAS, M. S.	B4	
artigoEmPeriodico	2012		Como otimizar a sua máquina	Cultivar Máquinas	FARIAS, M. S. ; Frantz, U.G. ; Nietd, G. ; SCHLOSSER, J. F. ; UHRY, D. ; RODRIGUES, F. A.	B5	
artigoEmPeriodico	2012		Conjunto calibrado	Cultivar Máquinas	FARIAS, M. S. ; Frantz, U.G. ; SCHLOSSER, J. F.	B5	
artigoEmPeriodico	2012		Você já pensou na água da calda?	Granja (Porto Alegre)	FARIAS, M. S. ; SCHLOSSER, J. F. ; Frantz, U.G. ; FERIGOLO, L. F.	B5	
artigoEmPeriodico	2012	http://dx.doi.org/10.1590/S0103-84782012000400013	Desempenho de um motor de trator agrícola em bancada dinamométrica com biodiesel de óleo de frango e misturas binárias com óleo diesel	Ciência Rural (UFSM. Impresso)	FIORESE, D. A. ; DALLMEYER, A. U. ; ROMANO, L. N. ; SCHLOSSER, J. F. ; MACHADO, P. R. M.	B1	
artigoEmPeriodico	2012		Perda controlada	Cultivar Máquinas	Frantz, U.G. ; FARIAS, M. S. ; RODRIGUES, F. A. ; SCHLOSSER, J. F. ; UHRY, D.	B5	
artigoEmPeriodico	2012		Distribuição dos comandos de operação em tratores agrícolas nacionais com até 55 kW de potência	Revista Brasileira de Engenharia Agrícola e Ambiental (Impresso)	NIETIEDT, G. H. ; RIBAS, R. L. ; SCHLOSSER, J. F. ; Frantz, U.G. ; CASALI, A. L. ; UHRY, D.	B1	
artigoEmPeriodico	2012		O amaciamento correto do motor do trator	Granja (Porto Alegre)	RUSSINI, Alexandre ; SCHLOSSER, J. F. ; Frantz	B5	
artigoEmPeriodico	2012		Axial Flow 2566	Cultivar Máquinas	SCHLOSSER, J. F.	B5	
artigoEmPeriodico	2012		MF 4290 Turbo	Cultivar Máquinas	SCHLOSSER, J. F. ; FARIAS, M. S. ; RODRIGUES, F. A.	B5	
artigoEmPeriodico	2012		Test drive MF 8670 Dyna-VT e MF 512 L45	Cultivar Máquinas	SCHLOSSER, J. F. ; FARIAS, M. S. ; RODRIGUES, F. A.	B5	
artigoEmPeriodico	2012		Test Drive MF 9690 ATR II	Cultivar Máquinas	SCHLOSSER, J. F. ; FRANTZ, U. G. ; RODRIGUES, F. A. ; BOLLER, W.	B5	
artigoEmPeriodico	2012		Trator T8.295	Cultivar Máquinas	SCHLOSSER, J.F.	B5	
artigoEmPeriodico	2012		FIMA 2012	Cultivar Máquinas	SCHLOSSER, J.F.	B5	
artigoEmPeriodico	2012		Telemetria na transmissão de dados de desempenho de máquinas agrícolas utilizando tecnologia GSM/GPRS e ZigBee	Ciência Rural (UFSM. Impresso)	SICHONANY, Oni Reasilvia de Almeida ; MEDINA, R. D. ; MEDINA, R. D. ; SCHLOSSER, J. F. ; Fernando Beux Dos Santos ; Jaziel S. Lobo ; ROGGIA, Ïria Brucker	B1	
artigoEmPeriodico	2011	http://dx.doi.org/10.13083/1414-3984.v19n06a07	Conformidade do Posto de Operação de Pulverizadores Autopropelidos	Engenharia na Agricultura (Impresso)	CASALI, A.L. ; FARIAS, M.S. ; SCHLOSSER, J.F. ; ROMANO, L.N. ; UHRY, D.	B4	
artigoEmPeriodico	2011		Inspeção técnica de tratores e pulverizadores utilizados em pulverização agrícola	Engenharia na Agricultura	DORNELLES, Marçal Elizandro de Carvalho ; SCHLOSSER, J. F. ; BOLLER, Walter ; RUSSINI, Alexandre ; CASALI, A. L.	B4	Engenharia na Agricultura (Impresso)
artigoEmPeriodico	2011		Tempo e dinheiro	Cultivar Máquinas	FARIAS, M. S. ; SCHLOSSER, J. F. ; Frantz, U. G. ; RIBAS, R. L.	B5	
artigoEmPeriodico	2011		Como escolher	Cultivar Máquinas	FARIAS, M. S. ; SCHLOSSER, J. F. ; Frantz, U.G. ; NIETIEDT, G. H.	B5	
artigoEmPeriodico	2011		Os usos e vantagens do rodado duplo	Granja (Porto Alegre)	Frantz, U.G. ; SCHLOSSER, J. F. ; NIETIEDT, G. H. ; RUSSINI, Alexandre	B5	
artigoEmPeriodico	2011		Draper Hiflex	Cultivar Máquinas	NIETIEDT, G. H. ; SCHLOSSER, J. F. ; BOLLER, W.	B5	
artigoEmPeriodico	2011		Test Drive - Draper HiFlex	Cultivar Máquinas	NIETIEDT, G. H. ; SCHLOSSER, J. F. ; BOLLER, W. ; BOLLER, W.	B5	
artigoEmPeriodico	2011		O uso do Biodiesel sem medos	Granja (Porto Alegre)	NIETIEDT, G. H. ; SCHLOSSER, J. F. ; Frantz, U.G. ; FARIAS, M. S. ; UHRY, D.	B5	
artigoEmPeriodico	2011		Desempenho de um motor de injeção diretasob misturas de biodiesel metílico de soja	Ciência Rural (UFSM. Impresso)	NIETIEDT, G. H. ; SCHLOSSER, J. F. ; RIBAS, R. L. ; Frantz, U.G.	B1	
