artigoEmPeriodico	2013		A fast Poisson solver for hybrid reconfigurable system	Lecture Notes in Computer Science	Gomes, V. C. F. ; Campos Velho, H. F. ; Campos Velho, H. F. ; CHARAO, A. S.	C	
resumoExpandidoEmCongresso	2011	Análise de Alternativas para Injeção de Falhas no Apache Hadoop	WSCAD-WIC 2011 - Workshop de Iniciação Científica do XII Simpósio em Sistemas Computacionais de Alto Desempenho, 2011, Vitória, ES. Anais do WSCAD-SSC 2011 - XII Simpósio em Sistemas Computacionais de Alto Desempenho	GONDIM, E. M. ; PRATES, B. P. ; BARCELOS, P. P. A. ; CHARAO, A. S.	B4	Simpósio em Sistemas Computacionais
resumoExpandidoEmCongresso	2011	Avaliação do Desempenho de um Algoritmo de Mineração de Dados do Pacote Estatístico R	XI Escola Regional de Alto Desempenho (ERAD 2011), 2011, Porto Alegre, RS. Anais da XI Escola Regional de Alto Desempenho (ERAD 2011). Porto Alegre, RS	LUNARDI, G. M. ; BARCELOS, P. P. A. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2011	Economia de Energia no Gerenciamento de Recursos Computacionais: um Estudo de Caso com Green OAR	26a Jornada Acadêmica Integrada (JAI), 2011, Santa Maria, RS. Anais da 26a Jornada Acadêmica Integrada (JAI). Santa Maria, RS: Universidade Federal de Santa Maria	NASCIMENTO FILHO, R. L. ; CHARAO, A. S.	Qualis nao identificado	26a Jornada Acadêmica Integrada (JAI), 2011, Santa Maria, RS. Anais da 26a Jornada Acadêmica Integrada (JAI). Santa Maria, RS: Universidade Federal de Santa Maria
resumoExpandidoEmCongresso	2011	Análise de Desempenho da Ferramenta Apache Mahout para Mineração de Dados Distribuída	XI Escola Regional de Alto Desempenho (ERAD 2011), 2011, Porto Alegre, RS. Anais da XI Escola Regional de Alto Desempenho (ERAD 2011). Porto Alegre, RS	PEREIRA, A. ; CHARAO, A. S. ; ROSE, C. A. F.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2011	Experimentos de Mineração de Dados Paralela e Distribuída com Grid Weka	XI Escola Regional de Alto Desempenho (ERAD 2011), 2011, Porto Alegre, RS. Anais da XI Escola Regional de Alto Desempenho (ERAD 2011). Porto Alegre, RS	PINTO, V. G. ; CHARAO, A. S. ; ROSE, C. A.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2011	Análise Comparativa de Ambientes Integrados de Desenvolvimento para a Linguagem Haskell	26a Jornada Acadêmica Integrada (JAI), 2011, Santa Maria, RS. Anais da 26a Jornada Acadêmica Integrada (JAI). Santa Maria, RS: Universidade Federal de Santa Maria	RUSSI, D. F. ; CHARAO, A. S.	Qualis nao identificado	26a Jornada Acadêmica Integrada (JAI), 2011, Santa Maria, RS. Anais da 26a Jornada Acadêmica Integrada (JAI). Santa Maria, RS: Universidade Federal de Santa Maria
resumoExpandidoEmCongresso	2011	Refatorando laços de repetição em programas Fortran de alto desempenho	XI Escola Regional de Alto Desempenho (ERAD 2011), 2011, Porto Alegre, RS. Anais da XI Escola Regional de Alto Desempenho (ERAD 2011). Porto Alegre, RS	TIETZMANN, D. K. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2010	Uma Comparação entre os Principais Frameworks de Plataformas como Serviço em Cloud Computing	X Escola Regional de Alto Desempenho (ERAD 2010), 2010, Passo Fundo, RS. Anais da X Escola Regional de Alto Desempenho (ERAD 2010). Passo Fundo, RS	BARBOSA, F. P. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2010	Geração Automatizada de Portais Web para Grades Computacionais	X Escola Regional de Alto Desempenho (ERAD 2010), 2010, Passo Fundo, RS. Anais da X Escola Regional de Alto Desempenho (ERAD 2010). Passo Fundo, RS	FRUH, L. G. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2010	Uma arquitetura de Hashing SHA-2 com alto throughput para sistema híbrido reconfigurável	X Escola Regional de Alto Desempenho (ERAD 2010), 2010, Passo Fundo, RS. Anais da X Escola Regional de Alto Desempenho (ERAD 2010). Passo Fundo, RS	GOMES, V. C. F. ; CHARAO, A. S. ; VELHO, H. F. C. ; CALEGARO, B. C.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2010	Incorporação de novas refatorações para linguagem Fortran no IDE Eclipse	X Escola Regional de Alto Desempenho (ERAD 2010), 2010, Passo Fundo, RS. Anais da X Escola Regional de Alto Desempenho (ERAD 2010). Passo Fundo, RS	RISSETTI, G. ; CHARAO, A. S. ; BONIATI, B. B.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2008	Refatoração de Programas Fortran de Alto Desempenho	Fórum de Pós-Graduação da Escola Regional de Alto Desempenho, 2008, Santa Cruz do Sul. Anais da VIII Escola Regional de Alto Desempenho (ERAD). Porto Alegre: SBC	BONIATI, B. B. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2008	Paralelização e avaliação de desempenho de um simulador de dispersão de poluentes na atmosfera	Escola Regional de Alto Desempenho, 2008, Santa Cruz do Sul - RS. Anais da VIII Escola Regional de Alto Desempenho (ERAD)	CHRISTO, B. C. ; CHARAO, A. S. ; ROBERTI, D. R.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2008	Utilização de OpenMP na execução do aplicativo Concorde em arquiteturas com memória compartilhada	Escola Regional de Alto Desempenho, 2008, Santa Cruz do Sul - RS. Anais da VIII Escola Regional de Alto Desempenho (ERAD). Porto Alegre: SBC	KOSLOVSKI, G. P. ; MORA, G. F. ; CHARAO, A. S. ; STEIN, B. O.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2007	Comparação de Gerenciadores de Virtualização Baseados em Xen	VII ERAD - Escola Regional de Alto Desempenho, 2007, Porto Alegre - RS. Anais da VII ERAD - Escola Regional de Alto Desempenho	BOUFLEUR, M. P. ; KOSLOVSKI, G. P. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2007	Avaliação do Sistema de Arquivos Distribuído GlusterFS	oncurso de Trabalhos de Iniciação Científica em Arquitetura de Computadores e Computação de Alto Desempenho (WSCAD-CTIC 2007), 2007, Gramado - RS. Anais do VIII Workshop em Sistemas Computacionais de Alto Desempenho	BOUFLEUR, M. P. ; VIERA, M. A. ; OLIVEIRA, R. L. ; REIS, T. A. ; CHARAO, A. S. ; STEIN, B. O.	Qualis nao identificado	oncurso de Trabalhos de Iniciação Científica em Arquitetura de Computadores e Computação de Alto Desempenho (WSCAD-CTIC 2007), 2007, Gramado - RS. Anais do VIII Workshop em Sistemas Computacionais de Alto Desempenho
resumoExpandidoEmCongresso	2007	Análise de desempenho do Serviço Gerenciador de Conteúdo (CMS) da plataforma JXTA	VI Escola Regional de Alto Desempenho, 2007, Porto Alegre - RS. Anais da Sexta Escola Regional de Alto Desempenho	OLIVEIRA, R. L. ; VIERA, M. A. ; REIS, T. A. ; NEVES, M. V. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2007	Comparação entre as Ferramentas OurGrid e XtremWeb para Criação de um Desktop Grid	Concurso de Trabalhos de Iniciação Científica em Arquitetura de Computadores e Computação de Alto Desempenho (WSCAD-CTIC 2007), 2007, Gramado - RS. Anais do VIII Workshop em Sistemas Computacionais de Alto Desempenho	REIS, T. A. ; VIERA, M. A. ; OLIVEIRA, R. L. ; BOUFLEUR, M. P. ; CHARAO, A. S.	Qualis nao identificado	Concurso de Trabalhos de Iniciação Científica em Arquitetura de Computadores e Computação de Alto Desempenho (WSCAD-CTIC 2007), 2007, Gramado - RS. Anais do VIII Workshop em Sistemas Computacionais de Alto Desempenho
resumoExpandidoEmCongresso	2007	Utilização da ferramenta XtremWeb para execução distribuída de uma aplicação na área de meteorologia	VI Escola Regional de Alto Desempenho (ERAD 2007), 2007, Porto Alegre - RS. Anais da Sexta Escola Regional de Alto Desempenho	REIS, T. A. ; VIERA, M. A. ; OLIVEIRA, R. L. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2006	Migração de Processos: Panorama de Soluções Populares e Avanços Recentes	Escola Regional de Alto Desempenho, 2006, Ijuí / RS. Anais da VI Escola Regional de Alto Desempenho	BOUFLEUR, M. P. ; OLIVEIRA, R. L. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2005	Detecção de Ociosidade em Sistemas Distribuídos	ERAD2005 - Quinta Escola Regional de Alto Desempenho, 2005, Canoas, RS. Anais da Quinta Escola Regional de Alto Desempenho	MATHIAS, E. N. ; NEVES, M. V. ; PASIN, M. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2005	Extensão de Ganglia para Monitoração de Programas Paralelos	ERAD 2005 - Quinta Escola Regional de Alto Desempenho, 2005, Canoas, RS. Anais da Quinta Escola Regional de Alto Desempenho	NEVES, M. V. ; SCHEID, T. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2005	Comparação entre Ferramentas de Monitoração de Clusters	ERAD2005 - Quinta Escola Regional de Alto Desempenho, 2004, Canoas, RS. Anais da Quinta Escola Regional de Alto Desempenho	SCHEID, T. ; NEVES, M. V. ; CHARAO, A. S.	B5	Escola Regional de Alto Desempenho
resumoExpandidoEmCongresso	2004	Comparação entre Java e C++ na Computação Numérica	Quinto Workshop em Sistemas Computacionais de Alto Desempenho, 2004, Foz do Iguaçu. Anais do Quinto Workshop em Sistemas Computacionais de Alto Desempenho	SCHEPKE, C. ; CHARAO, A. S.	Qualis nao identificado	Quinto Workshop em Sistemas Computacionais de Alto Desempenho, 2004, Foz do Iguaçu. Anais do Quinto Workshop em Sistemas Computacionais de Alto Desempenho
