trabalhoCompletoEmCongresso	2010		TRETINOINA E ISOTRETINOINA ASSOCIADOS A NANOCARREADORES: UMA ABORDAGEM ATUAL	XIV SIMPOSIO DE ENSINO	CECCIN, Adrianne Fabro ; FARIAAS, Gabriela D'ávila ; BRUSCHI, Márcia ; VIEIRA, S. A. G. ; FAGAN, S. B. ; ALVES, M. P.	Qualis nao identificado	XIV SIMPOSIO DE ENSINO
resumoExpandidoEmCongresso	2010	COMPUTAÇÃO EM NUVEM PARA SIMULAÇÃO DE MATERIAIS AVANÇADOS	XIV SIMPÓSIO DE ENSINO, PESQUISA E EXTENSÃO, 2010, SANTA MARIA. ANAIS DO XIV SIMPÓSIO DE ENSINO, PESQUISA E EXTENSÃO	FONTANA, M. ; VIEIRA, S. A. G.	Qualis nao identificado	XIV SIMPÓSIO DE ENSINO, PESQUISA E EXTENSÃO, 2010, SANTA MARIA. ANAIS DO XIV SIMPÓSIO DE ENSINO, PESQUISA E EXTENSÃO
