artigoEmPeriodico	Giovani Rubert Librelotto	2013	http://dx.doi.org/10.5335/rbca.2013.2586	Uma definição ontológica de elementos de contexto relevantes na adaptação de documentos em ambientes hospitalares pervasivos	Revista Brasileira de Computação Aplicada	MARAN, V. ; AUGUSTIN, I. ; SACCOL, D. ; LIBRELOTTO, Giovani R.	Qualis nao identificado	Revista Brasileira de Computação Aplicada
artigoEmPeriodico	Giovani Rubert Librelotto	2013		Pervasive Computing Applied to the Care of Patients with Dementia in Homecare Environments	International Journal of UbiComp (IJU)	BASTIANI, E. ; LIBRELOTTO, GIOVANI RUBERT	Qualis nao identificado	International Journal of UbiComp (IJU)
artigoEmPeriodico	Giovani Rubert Librelotto	2012		Ontologias para a Representação de Cláusulas FLWOR XQuery	Revista do CCEI	LOOSE, M. B. ; SACCOL, D. ; Librelotto, G.R.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2012		Uma Ontologia para um Sistema de Recomendação de Materiais Didáticos em Educação a Distância Sensível ao Estado Afetivo do Aluno	Revista do CCEI	PEREIRA, A. ; FACCIN, L. F. ; Librelotto, G.R. ; AUGUSTIN, I.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2012	http://dx.doi.org/10.1039/C2MB25242B	Induced genome maintenance pathways in pre-cancer tissues describe an anti-cancer barrier in tumor development	Molecular Biosystems (Print)	SIMAO, E. ; BUGS, C. A. ; Sinigaglia, Marialva ; CASTRO, M. A. A. ; ALVES, R. C. O. ; Librelotto, G.R. ; Mombach, José CM	Qualis nao identificado	Molecular Biosystems (Print)
artigoEmPeriodico	Giovani Rubert Librelotto	2012		A Escola no Meio Digital: Novos Desafios do Ensinar e do Aprender	Vidya (Santa Maria. Impresso)	DALTROZO ILHA, D. ; LIBRELOTTO, Giovani R.	Qualis nao identificado	Vidya (Santa Maria. Impresso)
artigoEmPeriodico	Giovani Rubert Librelotto	2011	http://dx.doi.org/10.5335/rbca.2011.008	Simulando o modelo ORCH-OR através de autômatos celulares quânticos	Revista Brasileira de Computação Aplicada	MARTINS, M. O. ; VIZZOTTO, J. K. ; LIBRELOTTO, Giovani R.	Qualis nao identificado	Revista Brasileira de Computação Aplicada
artigoEmPeriodico	Giovani Rubert Librelotto	2011	http://dx.doi.org/10.5335/rbca.2011.009	O Processamento de uma Ontologia sobre a Integração de Dados de Vias de Interação Molecular Envolvidas em Câncer	Revista Brasileira de Computação Aplicada	CABRAL, H. C. B. ; LIBRELOTTO, Giovani R. ; SIMAO, E. ; SINIGAGLIA, M. ; CASTRO, M. A. A. ; MOMBACH, J. C. M.	Qualis nao identificado	Revista Brasileira de Computação Aplicada
artigoEmPeriodico	Giovani Rubert Librelotto	2011		Uma modelagem ontológica de hospitais pervasivos aplicada ao Ontohealth	Revista do CCEI	FREITAS, L. O. ; PEREIRA, R. T. ; AZEVEDO, R. P. ; KURTZ, G. C. ; MARTINI, R. G. ; MOZZAQUATRO, B. ; LIBRELOTTO, Giovani R.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2011		O impacto da Web 3.0 nas políticas de controle de acesso a internet	Revista do CCEI	MACEDO, R. T. ; FIORIN, A. ; LIBRELOTTO, Giovani R. ; NUNES, R. C. ; AUGUSTIN, I.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2011		Ontologia para o ambiente virtual de aprendizagem Moodle	Cadernos de Informática (UFRGS)	PIOVESAN, S. D. ; AMARAL, E. M. H. ; LIBRELOTTO, Giovani R. ; MEDINA, R. D.	Qualis nao identificado	Cadernos de Informática (UFRGS)
artigoEmPeriodico	Giovani Rubert Librelotto	2011	http://dx.doi.org/10.1186/1471-2164-12-S4-S10	A method to identify important dynamical states in boolean models of regulatory networks: application to regulation of stomata closure by ABA in A	thaliana. BMC Genomics	Bugs, Cristhian A ; Librelotto, Giovani R ; Mombach, José CM	Qualis nao identificado	thaliana. BMC Genomics
artigoEmPeriodico	Giovani Rubert Librelotto	2011		Um Modelo Ontológico para Representação de Conhecimento sobre Cariótipos Humanos	Revista do CCEI	KURTZ, G. C. ; LIBRELOTTO, Giovani R. ; PERLES, L. A. ; SAGRILLO, M. R.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2010	http://dx.doi.org/10.1016/j.physa.2010.05.051	Modeling the Human Genome Maintenance network	Physica. A (Print)	Simão, Éder M. ; Cabral, Heleno B. ; Castro, Mauro A.A. ; Sinigaglia, Marialva ; Mombach, José C.M. ; LIBRELOTTO, Giovani R.	A1	
artigoEmPeriodico	Giovani Rubert Librelotto	2010		Definindo Correlações entre Palavras-Chave e Autores no PubMed	Gestão (Curitiba)	LIBRELOTTO, Giovani R. ; KURTZ, G. C.	Qualis nao identificado	Gestão (Curitiba)
artigoEmPeriodico	Giovani Rubert Librelotto	2010		O Projeto de uma Ontologia para Representar o Conhecimento de Vias Metabólicas Relativas ao Câncer	Revista do CCEI	LIBRELOTTO, Giovani R. ; CABRAL, H. C. B. ; SIMAO, E. ; SINIGAGLIA, M. ; CASTRO, M. A. A. ; MOMBACH, J. C. M.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2009	http://dx.doi.org/10.1504/IJRIS.2009.028016	Topic maps constraint languages: understanding and comparing	International Journal of Reasoning-Based Intelligent Systems (Print)	LIBRELOTTO, Giovani R. ; Azevedo, R.P. ; Ramalho, J.C. ; Henriques, P.R.	Qualis nao identificado	International Journal of Reasoning-Based Intelligent Systems (Print)
artigoEmPeriodico	Giovani Rubert Librelotto	2009		Criando um Modelo Relacional para o PubMed Central	Disciplinarum Scientia. Série Ciências Naturais e Tecnológicas	FIORIN, D. ; CORDENONZI, W. H. ; LIBRELOTTO, Giovani R.	Qualis nao identificado	Disciplinarum Scientia. Série Ciências Naturais e Tecnológicas
artigoEmPeriodico	Giovani Rubert Librelotto	2009		Aplicando Topic Maps para a Representação de Mapas de Conceitos	Vidya (Santa Maria)	LIBRELOTTO, Giovani R. ; LOPES, Sandra Cristina Gonçalves Silva ; KURTZ, G. C. ; TURCHETTI, Rogério Correa ; HENRIQUES, Pedro Rangel	Qualis nao identificado	Vidya (Santa Maria)
artigoEmPeriodico	Giovani Rubert Librelotto	2009		Geração de Topic Maps dirigidos por Ontologias para a Computação Sensível ao Contexto	Revista do CCEI	LIBRELOTTO, Giovani R. ; GASSEN, J. B. ; FREITAS, L. O. ; AUGUSTIN, I.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2009		Comparando Linguagens para o Armazenamento de Informação Genômica	Revista do CCEI	LIBRELOTTO, Giovani R. ; SILVEIRA, Leandro ; CABRAL, H. C. B.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2009		Localização Física de Dispositivos em Computação Pervasiva utilizando o Gerenciador de Rede WICD	Revista do CCEI	PASETTO, L. F. ; TURCHETTI, Rogério Correa ; LIBRELOTTO, Giovani R. ; BAGGIO, J. E.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2009		XSTM Editor Um Ambiente para Especificação de Regras para a Extração de Topic Maps	Revista do CCEI	LIBRELOTTO, Giovani R. ; GASSEN, J. B.	B3	
artigoEmPeriodico	Giovani Rubert Librelotto	2009		Topic Maps Dirigidos por Ontologias	Revista de Ciência Tecnologia	LIBRELOTTO, Giovani R. ; GASSEN, J. B. ; RAMALHO, José Carlos ; HENRIQUES, Pedro Rangel	Qualis nao identificado	Revista de Ciência Tecnologia
artigoEmPeriodico	Giovani Rubert Librelotto	2009		Aplicando o OntoHealth para o Processamento e Consultas de Ontologias para Ambientes Hospitalares Pervasivos	iSys: Revista Brasileira de Sistemas de Informação	LIBRELOTTO, Giovani R. ; GASSEN, J. B. ; FREITAS, L. O. ; VIZZOTTO, J. K. ; SILVA, F. L. ; AUGUSTIN, I.	Qualis nao identificado	iSys: Revista Brasileira de Sistemas de Informação
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2013		Uso de ambientes virtuais como instrumento facilitador de aprendizagem	X Evidosol/VII Ciltec-online (X Encontro Virtual de Documentação em Software Livre (EVIDOSOL) e VII Congresso Internacional de Linguagem e Tecnologia online (CILTEC-online)	LEMOS, A. K. ; Librelotto, G.R.	Qualis nao identificado	X Evidosol/VII Ciltec-online (X Encontro Virtual de Documentação em Software Livre (EVIDOSOL) e VII Congresso Internacional de Linguagem e Tecnologia online (CILTEC-online)
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2012	http://dx.doi.org/10.1109/UIC-ATC.2012.161	Applying pervasive computing in an architecture for homecare environments	IEEE 9th International Conference on Ubiquitous Computing and Intelligence/IEEE 9th International Conference on Autonomic and Trusted Computing	FREITAS, L. O. ; Librelotto, G.R. ; PEREIRA, H. ; KASPER, J. ; MARTINI, R. G. ; MOZZAQUATRO, B. ; PEREIRA, R. T.	A1	International Conference on Ubiquitous Computing
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2012		A Methodology for an Architecture of Pervasive Systems to Homecare Environments	CENTERIS 2012 - Conference on ENTERprise Information Systems / HCIST 2012 - International Conference on Health and Social Care Information Systems and Technologies	FREITAS, L. O. ; PEREIRA, R. T. ; PEREIRA, H. ; MARTINI, R. G. ; MOZZAQUATRO, B. ; KASPER, J. ; Librelotto, G.R.	Qualis nao identificado	CENTERIS 2012 - Conference on ENTERprise Information Systems / HCIST 2012 - International Conference on Health and Social Care Information Systems and Technologies
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2012		Definição de uma Arquitetura para o Uso de Computação nas Nuvens em Ambientes de Computação Pervasiva	SEMISH 2012 - XXXIX Seminário Integrado de Software e Hardware	PEREIRA, H. ; LIBRELOTTO, Giovani R.	B4	Seminário Integrado de Software e Hardware
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2012		Personalização automática de interface para dispositivos móveis em Ambientes Pervasivos	SEMISH 2012 - XXXIX Seminário Integrado de Software e Hardware	MARTINI, R. G. ; LIBRELOTTO, Giovani R.	B4	Seminário Integrado de Software e Hardware
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2012		Utilizando a Ontocancro para traçar o perfil das vias de manutenção da estabilidade genômica	WIM 2012 - XII Workshop de Informática Médica	LIBRELOTTO, Giovani R. ; PEREIRA, R. T. ; AZEVEDO, R. P. ; MOMBACH, J. C. M.	B4	Workshop de Informática Médica
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2012		Uma abordagem para monitoramento de pacientes com Alzheimer em ambientes homecare pervasivos	WIM 2012 - XII Workshop de Informática Médica	LIBRELOTTO, Giovani R. ; BASTIANI, E. ; SOARES, K.	B4	Workshop de Informática Médica
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2012		Estudo de métodos para execução de regras ativas através da detecção de eventos temporais em sistemas de gerenciamento de bancos de dados	XI Simpósio de Informática da UNIFRA	KASPER, J. ; GEBERT, C. ; LIBRELOTTO, Giovani R. ; SACCOL, D.	Qualis nao identificado	XI Simpósio de Informática da UNIFRA
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2012	http://dx.doi.org/10.1109/CLEI.2012.6427255	An approach to automatic customization of user interfaces for mobile devices in pervasive environments	2012 XXXVIII Conferencia Latinoamericana En Informatica (CLEI)	MARTINI, RICARDO GIULIANI ; LIBRELOTTO, GIOVANI RUBERT ; DE AZEVEDO, RENATO PREIGSCHADT ; FIORIN, ANDRE ; KASPER, JEFERSON ; MOZZAQUATRO, BRUNO AUGUSTI ; PEREIRA, RAFAEL	B4	CLEI
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2011		uMED: Sensibilidade ao Contexto na Medicina Ubíqua	11a Escola Regional de Alto Desempenho (ERAD 2011)	PASQUALIN, D. P. ; VIZZOTTO, J. K. ; LIBRELOTTO, Giovani R. ; BOIS, A. R.	B5	Escola Regional de Alto Desempenho
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2011		Ontologia para o Ambiente Virtual de Aprendizagem Moodle	VI Congresso Ibero-Americano de Telemática	PIOVESAN, S. D. ; AMARAL, E. M. H. ; LIBRELOTTO, Giovani R. ; MEDINA, R. D.	Qualis nao identificado	VI Congresso Ibero-Americano de Telemática
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2011		Anti-cancer barrier during tumor evolution: a study of expression of genome maintenance pathways	7th International Conference of the Brazilian Association for Bioinformatics and Computational Biology	SIMAO, E. ; SINIGAGLIA, M. ; BUGS, C. A. ; CASTRO, M. A. A. ; LIBRELOTTO, Giovani R. ; MOMBACH, J. C. M.	B4	International Conference of the Brazilian Association for Bioinformatics and Computational Biology
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2011		Cálculo de Ambientes Tipado para Aplicações Pervasivas Seguras	11a Escola Regional de Alto Desempenho	PASQUALIN, D. P. ; LIBRELOTTO, Giovani R. ; VIZZOTTO, J. K.	B5	Escola Regional de Alto Desempenho
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2011	http://dx.doi.org/10.1109/U-MEDIA.2011.51	OntoHealth: A System to Process Ontologies Applied to Health Pervasive Environment	4th International Conference on Ubi-media Computing (U-Media 2011)	LIBRELOTTO, Giovani R. ; FREITAS, L. O. ; FIORIN, A. ; MOZZAQUATRO, B. ; PASETTO, L. F. ; MARTINI, R. G. ; AZEVEDO, R. P. ; PEREIRA, R. T.	Qualis nao identificado	4th International Conference on Ubi-media Computing (U-Media 2011)
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2010		O Processamento de uma Ontologia sobre a Integração de Dados sobre Vias Metabólicas relativas ao Câncer	II Simpósio de Computação Aplicada - SCA 2010	CABRAL, H. C. B. ; LIBRELOTTO, Giovani R. ; SIMAO, E. ; SINIGAGLIA, M. ; CASTRO, M. A. A. ; MOMBACH, J. C. M.	Qualis nao identificado	II Simpósio de Computação Aplicada - SCA 2010
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2010		Simulando o modelo ORCH-OR através de autômatos celulares quânticos	II Simpósio de Computação Aplicada - SCA 2010	MARTINS, M. O. ; VIZZOTTO, J. K. ; LIBRELOTTO, Giovani R.	Qualis nao identificado	II Simpósio de Computação Aplicada - SCA 2010
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2010		Aplicando o OntoHealth na representação de um contexto hospitalar	II Simpósio de Computação Aplicada - SCA 2010	LIBRELOTTO, Giovani R. ; FREITAS, L. O. ; GASSEN, J. B.	Qualis nao identificado	II Simpósio de Computação Aplicada - SCA 2010
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2010		Linguagens de Programação para a Computação Pervasiva	ERAD 2010 - Escola Regional de Alto Desempenho	PASQUALIN, D. P. ; VIZZOTTO, J. K. ; LIBRELOTTO, Giovani R. ; BOIS, A. R.	B5	Escola Regional de Alto Desempenho
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2010		Ferramenta para Definição de Contexto pelo Usuário-Final na Programação de Tarefas Clínicas em um Sistema de Saúde Pervasivo	SBCUP II Simpósio Brasileiro de Computação Ubíqua e Pervasiva	MACHADO, A. ; LIBRELOTTO, Giovani R. ; AUGUSTIN, I.	B5	Simpósio Brasileiro de Computação Ubíqua e Pervasiva
trabalhoCompletoEmCongresso	Giovani Rubert Librelotto	2010		Ciência do Contexto para Tarefas Clínicas em um Sistema de Saúde Pervasivo	XXXVI Conferência Latino-americana de Informática (XXXVI CLEI)	MACHADO, A. ; VICENTINI, C. ; LIBRELOTTO, Giovani R. ; AUGUSTIN, I.	Qualis nao identificado	XXXVI Conferência Latino-americana de Informática (XXXVI CLEI)
