artigoEmPeriodico	Samuel Vizzotto	2009		XSTM Editor Um Ambiente para Especificação de Regras para a Extração de Topic Maps	Revista do CCEI	LIBRELOTTO, G. R. ; GASSEN, J. B. ; VIZZOTTO, S. ; MARTINI, R. G. ; TURCHETTI, Rogério Correa	B5	
trabalhoCompletoEmCongresso	Samuel Vizzotto	2009		Raciocínio sobre ontologias que descrevem conhecimento em um ambiente hospitalar pervasivo	VIII Seminário de Informática	GASSEN, J. B. ; FREITAS, L. O. ; VIZZOTTO, S. ; AZEVEDO, R. P. ; LIBRELOTTO, G. R.	Qualis nao identificado	VIII Seminário de Informática
